,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text,Target,URL
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,sot****,2019-08-01,,"
배송 제품 상태는 좋았는데. 
미사용이라고 써있었는데. 
2010년 16년인가 저장된 동영상이 있었어서. 
파일은 지웠는데. 
아무튼 초3 아들이 첫휴대폰 생겨서 좋아하네요. 
대체로 만족합니다.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,woo****,2018-11-09,,"
기존 3g폰 사용하시다 버튼이 몇개 작동이 잘 안되어 구매했어요 기존유심이 커서 유심 재구매하여 이렇게 사용하고있어요 화면도 크고 버튼누름판도 큼직해서 아주 잘 사용합니다.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,gpj*********,2019-04-30,,"
아버지 폴더폰 새로 바꿔 드렸는데 좋아하세요 배송도 빠르고 상품도 만족합니다 유심칩만 바꿔끼면 될거 같아요 .감사합니다
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,hee*******,2019-02-22,,"
남편 삼성핸드폰 쓰고있다 이폰으로 바뀌줄려구 구매했는데 기존유심칩이 커서 kt대리점가서 유심칩 새로구매하고 사용합니다
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,shh******,2019-08-09,,"
빠른배송안내가 좋았어요. 
다만 ??? 
폰안에 2010년 심페소생술 동영상이 들어있어요. 
이건 설마 기본으로 들어가 있는건가요?
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,tub******,2018-05-01,,"
어머니 효도폰으로 구입했습니다 
정상동작하고 기변 완료했네요 
빠른 배송 만족합니다
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,mef*****,2019-08-12,,"
부모님 폰이 고장나서 기존과 같은 모델로 주문했습니다. 빠른 배송이 맘에 듭니다
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,cho*****,2019-02-25,,"
부모님드렸는데 전화받고 거는것만 사용하는거라서 통신사sk인데 유심만 바꿔끼워서 잘사용하고있어요~~
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,pap*****,2019-01-26,,"
전화주신대로 skt유심도 리부팅3번에 인식완료. 
유심커팅 안내서가 있으면 더욱 좋았겠네요.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,y2k***,2018-10-31,,"
저렴한 가격에 좋은상품 구매했어요. 요즘은 폴더폰이 더비싼가봐요.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
