,모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
0,엘지 G3,LG-F400,LG전자,2014. 05,안드로이드 4.4.2 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.5,IPS+,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 801 MSM8974AC,4개 (32 비트),2500 MHz,Qualcomm Adreno 330,,,2 | 3 GB,16 GB / 32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 G3,,,,,,,,74.6 x 146.3 x 8.9,,,3000 mAh
0,G3A,LG-F410,LG전자,2014. 08,안드로이드 4.4.2 KitKat,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3A,,,,,,,,71.6 x 141 x 9.8,,,2160 mAh
0,G3 비트,LG-F470,LG전자,2014. 07,안드로이드 4.4.2 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS+,1440 x 2560 픽셀,294 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 801 MSM8974AC,4개 (32 비트),2500 MHz,Qualcomm Adreno 330,,,2 | 3 GB,16 GB / 32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3 비트,,,,,,,,74.6 x 146.3 x 8.9,,,3000 mAh
0,G3 스크린,LG-F490,LG전자,2014. 10,안드로이드 4.4 KitKat,,,5.9,IPS,1080 x 1920 픽셀,373 ppi,,,,73.47 mm,130.61 mm,,LG Nuclun LG7111,8개 (32 비트),1500 MHz,PowerVR G6430,,,2 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3 스크린,,,,,,,,81.8 x 157.8 x 9.5,,,3000 mAh
0,엘지 G3 Cat.6,LG-F460,LG전자,2014. 07,안드로이드 4.4.2 KitKat,,,5.5,IPS,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2650 MHz,Qualcomm Adreno 420,,,3 GB,32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 G3 Cat.6,,,,,,,,74.6 x 146.3 x 8.9,,,3000 mAh
0,엘지 G2,LG-F320,LG전자,2013. 08,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.4 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,16 GB / 32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 G2,,,,,,,,70.9 x 138.5 x 8.9,,,3000 mAh
0,LG 지프로2,LG-F350,LG전자,2014. 02,안드로이드 4.4.2 KitKat | 안드로이드 5.0.1 롤리팝,,,5.9,IPS,1080 x 1920 픽셀,373 ppi,,,,73.47 mm,130.61 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,3 GB,16 GB / 32 GB,,Micro SD,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG 지프로2,,,,,,,,81.9 x 157.9 x 8.3,,,3200 mAh
0,엘지 지엑스2,LG-F430,LG전자,2014. 08,Android,,,5.7,IPS,720 x 1280,258 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,1.5GB,,,Micro SD,,,미확인,,,미니 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 지엑스2,,,,,,,,79.2 x 152.1 x 9.1,,,3200 mAh
0,엘지 지엑스 GX로밍,LG-F310,LG전자,2013. 12,안드로이드 4.3 Jelly Bean,,,5.5,IPS+,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1800 MHz,Qualcomm Adreno 320,,,2 GB,32 GB,,미확인,,,미확인,4.0,,마이크로 USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 지엑스 GX로밍,,,,,,,,76.1 x 150.6 x 9.2,,,3140 mAh
0,엘지 지플렉스2,LG-F510,LG전자,2015. 01,안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.5,Curved P-OLED,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 810 MSM8994,8개 (64 비트),2000 MHz,Qualcomm Adreno 430,,,2 GB,16 GB / 32 GB,,Micro SD,,,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 지플렉스2,,,,,,,,75.3 x 149.1 x 7.1,,,3000 mAh
0,G 플렉스,LG-F340,LG전자,2013. 11,안드로이드 4.2.2 Jelly Bean,,,6,Curved P-OLED,720 x 1280 픽셀,245 ppi,,,,74.72 mm,132.83 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,32 GB,,미확인,,,802.11a/b/g/n/ac,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G 플렉스,,,,,,,,81.6 x 160.5 x 7.9,,,3500 mAh
0,스타일러스2,LG-F720,LG전자,2016. 03,안드로이드 6.0.1 마시멜로우,,,5.7,IPS,720 x 1280 픽셀,258 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 | 2 GB,16 GB,,Micro SD,,,802.11b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스타일러스2,,,,,,,,79.6 x 155 x 7.4,,,3000 mAh
0,G 스타일로,LG-F560,LG전자,2015. 04,안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,720 x 1280 픽셀,-,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1 | 2 GB,8 GB / 16 GB,,Micro SD,,,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G 스타일로,,,,,,,,79.2 x 154.3 x 9.6,,,3000 mAh
0,G3 스타일러스,LG-D690,LG전자,2014. 08,안드로이드 4.4.2 KitKat,,,5.5,IPS,540 x 960 픽셀,200 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6582,4개 (32 비트),1300 MHz,ARM Mali-400 MP2,,,1 GB,8 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G3 스타일러스,,,,,,,,75.9 x 149.3 x 10.2,,,3000 mAh
0,엘지 K10,LG-F670,LG전자,2016. 01,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 GB,16 GB,,Micro SD,,,802.11b/g/n,4.1,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 K10,,,,,,,,74.8 x 146.6 x 8.8,,,2300 mAh
0,U폰,LG-F820,LG전자,2016. 10,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,MediaTek MT6753,8개 (64 비트),1140 MHz,ARM Mali-T720 MP3,,,2 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U폰,,,,,,,,73.2 x 147.5 x 6.9,,,3000 mAh
0,엘지 클래스,LG-F620,LG전자,2015. 09,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 | 2 GB,16 GB,,Micro SD,,,802.11a/b/g/n,4.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 클래스,,,,,,,,71.8 x 142 x 7.4,,,2050 mAh
0,볼트폰,LG-F540,LG전자,2015. 04,안드로이드 5.0.2 롤리팝,,,,IPS,720 x 1280 픽셀,-,,,,58.53 mm,104.05 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1 GB,8 GB,,미확인,,,미확인,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,볼트폰,,,,,,,,66.1 x 133.3 x 9.9,,,2100 mAh
0,페르소나폰 아카,LG-F520,LG전자,2014. 11,안드로이드 4.4.2 KitKat,,,5,IPS,720 x 1280 픽셀,-,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1.5 GB,16 GB,,미확인,,,802.11a/b/g/n,4.0,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,페르소나폰 아카,,,,,,,,71.9 x 138.7 x 9.9,,,2610 mAh
0,Q9,LM-Q925,LG전자,2019. 01,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 821 MSM8996 Pro,8개 (64 비트),2350 MHz,Qualcomm Adreno 530,,,4 GB,64 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9,,,,,,,,71.9 x 153.2 x 7.9,,,3000 mAh
0,Q9 One,LM-Q927,LG전자,2019. 02,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120 픽셀,422 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,4 GB,32 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9 One,,,,,,,,71.9 x 153.2 x 7.9,,,3000 mAh
0,Q8 2018,LM-Q815,LG전자,2018. 08,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.2,IPS,1080 x 2160 픽셀,390 ppi,,,,70.43 mm,140.85 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,4 GB,64 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8 2018,,,,,,,,77.7 x 160.1 x 8.4,,,3300 mAh
0,Q8,LGM-X800,LG전자,2017. 08,안드로이드 7.0 누가,,,5.2,IPS,1440 x 2560 픽셀,565 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,4 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8,,,,,,,,71.9 x 149 x 8,,,3000 mAh
0,Q7,LM-Q720,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,3 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7,,,,,,,,69.3 x 143.8 x 8.4,,,3000 mAh
0,Q7,LM-Q725,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,3 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7,,,,,,,,69.3 x 143.8 x 8.4,,,3000 mAh
0,Q6,LG-X600,LG전자,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400 MHz,Qualcomm Adreno 505,,,3 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6,,,,,,,,69.3 x 142.5 x 8.1,,,3000 mAh
0,Q6,LGM-X600,LG전자,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400 MHz,Qualcomm Adreno 505,,,3 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6,,,,,,,,69.3 x 142.5 x 8.1,,,3000 mAh
0,V50 ThinQ 자급제,LM-V500,LG전자,2019. 05,안드로이드 9.0 Pie,,,6.4,OLED,1440 x 3120 픽셀,537 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,6 GB,128 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V50 ThinQ 자급제,,,,,,,,76.1 x 159.2 x 8.3,,,4000 mAh
0,V50s ThinQ,LM-V510,LG전자,2019. 10,안드로이드 9.0 Pie,,,6.4,OLED,1080 x 2340 픽셀,403 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,6 GB,128 GB,,미확인,5G,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V50s ThinQ,,,,,,,,75.8 x 159.3 x 8.4,,,4000 mAh
0,V40 ThinQ,LM-V409,LG전자,2018. 10,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,P-OLED,1440 x 3120 픽셀,537 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,6 GB,64 GB / 128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V40 ThinQ,,,,,,,,75.8 x 158.7 x 7.7,,,3300 mAh
0,V35,LM-V350,LG전자,2018. 07,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,6 GB,64 GB / 128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V35,,,,,,,,75.4 x 151.7 x 7.3,,,3300 mAh
0,V30s ThinQ,LGM-V300S,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,6 GB,128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V30s ThinQ,,,,,,,,75.4 x 151.7 x 7.3,,,3300 mAh
0,V30s ThinQ,LGM-V300,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,6 GB,128 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V30s ThinQ,,,,,,,,75.4 x 151.7 x 7.3,,,3300 mAh
0,V20,LG-F800,LG전자,2016. 09,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,4 GB,64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V20,,,,,,,,78.1 x 159.7 x 7.6,,,3200 mAh
0,엘지 V10,LG-F600,LG전자,2015. 10,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,4 GB,64 GB,,Micro SD,,,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지 V10,,,,,,,,79.3 x 159.6 x 8.6,,,3000 mAh
0,X5,LM-X510,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X5,,,,,,,,78.1 x 154.7 x 8.9,,,4500 mAh
0,엘지X4,LM-X410,LG전자,2018. 03,안드로이드 7.1.2 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,미확인,16 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엘지X4,,,,,,,,75.1 x 148.6 x 8.6,,,3000 mAh
0,X4플러스,LM-X415,LG전자,2018. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X4플러스,,,,,,,,75.1 x 148.6 x 8.6,,,3000 mAh
0,X6 2019,LM-X625,LG전자,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520 픽셀,269 ppi,,,,68.07 mm,143.7 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,3 GB,64 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X6 2019,,,,,,,,77 x 161.3 x 8.7,,,3500 mAh
0,X4 2019,LM-X420,LG전자,2019. 04,안드로이드 8.1 Oreo,,,5.7,IPS,720 x 1440 픽셀,282 ppi,,,,64.75 mm,129.5 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,2 GB,32 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X4 2019,,,,,,,,71.9 x 153 x 8.3,,,3000 mAh
0,X2 2019,LM-X220,LG전자,2019. 08,안드로이드 9.0 Pie,,,5.45,IPS,720 x 1440 픽셀,295 ppi,,,,61.91 mm,123.82 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,2 GB,32 GB,,미확인,,,미확인,5.0,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X2 2019,,,,,,,,71.5 x 147 x 8.2,,,3000 mAh
0,X2,LM-X210,LG전자,2018. 07,안드로이드 7.1.2 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X2,,,,,,,,71.9 x 144.8 x 8.2,,,2500 mAh
0,X500,LGM-X320,LG전자,2017. 06,안드로이드 7.0 누가,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,32 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X500,,,,,,,,78.1 x 154.7 x 8.4,,,4500 mAh
0,X401,LGM-X401,LG전자,2017. 11,미확인,,,5.3,미확인,720 x 1280,277 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X401,,,,,,,,148.7 x 75.29 x 7.99,,,2800 mAh
0,X400,LGM-K121,LG전자,2017. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,16 GB / 32 GB,,Micro SD,,,802.11b/g/n,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X400,,,,,,,,75.3 x 148.7 x 7.99,,,2800 mAh
0,X300,LGM-K120,LG전자,2017. 01,안드로이드 7.0 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,Micro SD,,,802.11b/g/n,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X300,,,,,,,,72.1 x 144.8 x 8.09,,,2500 mAh
0,엑스파워,LG-F750,LG전자,2016. 07,안드로이드 6.0 마시멜로우,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6735,4개 (64 비트),1300 MHz,ARM Mali-T720 MP2,,,2 GB,16 GB,,Micro SD,,,802.11b/g/n,4.2,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엑스파워,,,,,,,,74.9 x 148.9 x 7.9,,,4100 mAh
0,엑스5,LG-F770,LG전자,2016. 07,안드로이드 6.0 마시멜로우,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,,4개 ( 비트),1300 MHz,-,,,2 GB,16 GB,,Micro SD,,,802.11b/g/n,4.2,,마이크로유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,엑스5,,,,,,,,76.9 x 151.6 x 7.2,,,2800 mAh
0,X스킨,LG-F740,LG전자,2016. 06,미확인,,,5.3,미확인,720 x 1280,277 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X스킨,,,,,,,,-,,,2100 mAh
0,X캠,LG-F690,LG전자,2016. 06,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,MediaTek MT6753,8개 (64 비트),1140 MHz,ARM Mali-T720 MP3,,,2 GB,16 GB,,미확인,,,미확인,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X캠,,,,,,,,73.6 x 147.5 x 6.9,,,2520 mAh
0,X스크린,LG-F650,LG전자,2016. 03,안드로이드 6.0 마시멜로우,,,4.9,IPS,720 x 1280 픽셀,300 ppi,,,,61.39 mm,109.14 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,2 GB,16 GB,,미확인,,,미확인,4.1,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X스크린,,,,,,,,71.8 x 142.6 x 7.1,,,2300 mAh
0,넥서스 5x,LG-H791,LG전자,2016. 03,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,2 GB,16 GB / 32 GB,,미확인,,,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넥서스 5x,,,,,,,,72.6 x 147 x 7.9,,,2700 mAh
